Marca temporal,Puntuación,"¿Cuál es tu edad?
",¿Cuál es tu género?,¿Cuál es tu ocupación?,¿Cuál es el máximo nivel educativo que alcanzaste?,Los dinosaurios se extinguieron porque cayó un meteorito. ,"No percibimos ningún movimiento, por lo tanto la Tierra no se mueve.","Cuando pateamos un penal siempre hay que prestarle mucha atención al pie de apoyo: lo dice Messi, que es un especialista en esto. ","A diferencia de los planetas, las estrellas tienen luz propia.","El pasto es verde, así que los animales herbívoros seguramente se alimentan de él.",Jorge está ahorrando porque quiere irse de vacaciones. ,"Todos los metales se dilatan con el calor. El hierro se dilata con el calor, por lo tanto el hierro es un metal. ","El problema de los discursos anticientíficos es una preocupación urgente a nivel internacional, puesto que estudios en distintos países mostraron que cada vez más gente descree de las vacunas. ","No debemos vacunarnos contra el COVID-19 porque Lucía Langer, médica inmunóloga del Hospital Italiano, afirmó que esas vacunas tienen “hidróxido de grafeno” y “el grafeno se utiliza para controlar a la gente”. ","En Brasil se habla portugués, así que seguramente fue colonia portuguesa. ","Mi abuela siempre me dijo: el mate sin edulcorante, y las tortas fritas con azúcar.","El perro, el gato, la vaca, los ratones son mamíferos y tienen cuatro patas; por lo tanto, todos los mamíferos tenemos cuatro patas. ","El fútbol es pasión de multitudes; por lo tanto, seguramente se juega con una pelota redonda. ","Como Messi nació en Roma y Roma queda en Italia, Messi nació en Italia. ","1) El continente americano fue descubierto porque Colón buscaba una nueva vía hacia las Indias. Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna.",2)	El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN: la estructura fue elucidada porque Franklin era una gran cristalógrafa. ,"3) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados, porque Newton pudo hacer descubrimientos espectaculares en buena medida gracias a las contribuciones previas de Kepler y Galileo.",4) Como defensores de la vida y la libertad tenemos la obligación de decir esto: cientos de personas en todo el mundo murieron porque se les inoculó el veneno experimental de Soros y Bill Gates. Este veneno debería ser prohibido.,"5) Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo, así que tenemos que tratar de comer variado y de hacer mucho deporte.","6) El hierro, un elemento abundante en la corteza terrestre, es un metal, al igual que el cobre y la plata, con lo cual seguramente se dilata al ser calentado."
15/07/2022 15:23:44,,19,Mujer,Estudiante,Secundario completo,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
15/07/2022 15:23:51,,39,Mujer,Arquitecta,Universitario de grado completo,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,b) Newton pudo hacer descubrimientos espectaculares en buena medida gracias a las contribuciones previas de Kepler y Galileo,d) Porque se les inoculó el veneno experimental de Soros y Bill Gates.,Así que tenemos que tratar de comer variado.,El hierro es un elemento abundante en la corteza terrestre
15/07/2022 15:24:38,,46,Varón,Psicólogo ,Posgrado incompleto,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",c) Franklin era una gran cristalógrafa,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tratar de comer variado y hacer mucho deporte.,El hierro se dilata al ser calentado
15/07/2022 15:24:47,,48,Mujer,Diseño gráfico / Marketing,Terciario completo,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro es un metal al igual que el cobre y la plata
15/07/2022 15:24:51,,41,Mujer,Docente de ciencias,Universitario de grado incompleto,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,c) Franklin era una gran cristalógrafa,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,d) Porque se les inoculó el veneno experimental de Soros y Bill Gates.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
15/07/2022 15:25:51,,30,Mujer,Administrativa,Universitario de grado completo,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
15/07/2022 15:25:54,,22,Mujer,Estudiante ,Secundario completo,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,b) Porque Franklin era una gran cristalógrafa,b) Newton pudo hacer descubrimientos espectaculares en buena medida gracias a las contribuciones previas de Kepler y Galileo,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro es un metal
15/07/2022 15:26:03,,27,Mujer,Estudiante,Secundario completo,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro se dilata al ser calentado
15/07/2022 15:27:48,,40,Varón,Docente ,Terciario completo,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,b) El continente americano fue descubierto,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,b) Newton pudo hacer descubrimientos espectaculares en buena medida gracias a las contribuciones previas de Kepler y Galileo,c) Se les inoculó el veneno experimental de Soros y Bill Gates.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro es un metal al igual que el cobre y la plata
15/07/2022 15:30:22,,20,Mujer,Empleada,Universitario de grado incompleto,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
15/07/2022 15:31:24,,38,Prefiero no contestar,Docente,Posgrado incompleto,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,e) Tenemos la obligación de decir esto.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
15/07/2022 15:32:00,,67,Mujer,Jubilada,Posgrado completo,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
15/07/2022 15:34:30,,27,Mujer,Arquitecta,Universitario de grado completo,Es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
15/07/2022 15:35:29,,38,Mujer,Empleada bancaria,Universitario de grado completo,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,"d) Por lo tanto, una casualidad tuvo una importancia crucial para la historia moderna",d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Así que tenemos que tratar de comer variado.,El hierro se dilata al ser calentado
15/07/2022 15:36:01,,35,Varón,Mantenimiento industrial ,Universitario de grado completo,No es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tratar de comer variado y hacer mucho deporte.,El hierro es un metal
15/07/2022 15:36:02,,24,Mujer,Estudiante y docente universitaria,Universitario de grado incompleto,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,d) El nombre de Rosalind Franklin debería ser recordado junto con los de Watson y Crick cuando nos referimos a la elucidación de la estructura del ADN,a) Newton pudo hacer descubrimientos espectaculares,a) Este veneno debería ser prohibido.,Tenemos que tratar de comer variado y de hacer mucho deporte.,El hierro se dilata al ser calentado
15/07/2022 15:36:12,,28,Mujer,Arquitecta ,Universitario de grado completo,No es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,Es un argumento,Es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,c) Franklin era una gran cristalógrafa,c) Debemos dejar de contar la historia de la ciencia en términos de grandes genios individuales que trabajaban aislados,a) Este veneno debería ser prohibido.,Tratar de comer variado y hacer mucho deporte.,El hierro se dilata al ser calentado
15/07/2022 15:36:21,,44,Varón,Docente,Posgrado incompleto,Es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,No es un argumento,No es un argumento,Es un argumento,No es un argumento,Es un argumento,c) Una casualidad tuvo una importancia crucial para la historia moderna,c) Franklin era una gran cristalógrafa,d) Porque Newton pudo hacer descubrimientos espectaculares,a) Este veneno debería ser prohibido.,Nuestra alimentación y la actividad física son muy importantes para nuestro desarrollo.,El hierro es un elemento abundante en la corteza terrestre
